Title,Rating,Description,Genre,Directors,Stars,Release Year
 South Park,7.3,"Stan's jealous of the friendship that has developed between Kyle and Tolkien, so Cartman decides to do something about it; Clyde and Scott pitch a movie idea to Kyle.","Animation, Comedy",[],[],1997
Ganaa,8.6,Add a Plot,Crime,[],[],2023
Are You,5.7,Follow the story of a 16-year-old who finds he can see the whole future of a romantic relationship when he kisses a girl for the first time.,"Comedy, Romance",[],[],2023
 1923,9.0,"Jacob, Cara, and the Duttons go into town to take care of some business, and pleasure. Spencer and Alexandra decide they won't waste any time, and later find new danger. The Duttons realize the feud with the sheepherders is far from over.","Drama, Western",[],[],2022
Bairan Palli,8.8,"Watch this complex tapestry of murder, intrigue, and deception unravel. Are the four upstarts behind it all or are they being framed? Does evil really walk among them or is it the fear and paranoia gripping the minds of the villagers.","Horror, Thriller",[],[],2023
Gajaman,8.3,"The Gajaman, gets a new job from the Magodisthuma, the local politician whom he works for. But things get complicated when he sees the daughter of his boss. Will Gajaman control the consequences?","Animation, Comedy, Romance",[],[],2023
Alert Missing Persons Unit,5.7,Follows Nikki Parker after she joins the Philadelphia Police Department's Missing Person's Unit to help other people find their loved ones at the same time that she is looking for her missing son.,"Crime, Drama",[],[],2023
Invitation to a Murder,5.0,"1934. Miranda Green and five other strangers, are invited to the remote island mansion of billionaire Lewis Findley. As the weekend progresses the clues about why they have been invited begin to unfold along with a sinister mystery.","Mystery, Thriller",[],[],2023
 Beef,8.2,Painful memories of her youth push Amy to confront her family issues and marital woes. Danny spins an elaborate lie that leads him down a dangerous path.,"Comedy, Drama",[],[],2023
 Beef,7.7,"As George makes a new friend, Danny proposes a dangerous plan, Amy agrees to a rendezvous, and Naomi acts on a hunch.","Comedy, Drama",[],[],2023
Consecration,5.2,"After the alleged suicide of her priest brother, Grace travels to the remote Scottish convent where he fell to his death. Distrusting the Church's account, she uncovers murder, sacrilege and a disturbing truth about herself.","Horror, Thriller",[],[],2023
Dahanam,8.9,"A real Social Drama with most unexpected twists, Story Based on true events took place during 1980s in North Coastal AP.",Drama,[],[],2023
Paachuvum Albhuthavilakkum,7.4,A middle-class Malayali youth who is settled in Mumbai and revolves around incidents that take place on a journey to Kerala.,"Comedy, Drama",[],[],2023
Two Souls,7.8,"Cheated on by his girlfriend, Akhil, a troubled young guy decides to end his life but instead, he ends up in a comatose state. Soon his soul detaches itself from the body and wanders off, ...                See full summary »","Fantasy, Romance",[],[],2023
 Beef,7.9,"Fumi's pointed comments and Naomi's meddling put Amy and George on edge. As Isaac hustles to get out of trouble, Danny receives an unexpected offer.","Comedy, Drama",[],[],2023
Prom Pact,6.4,"Follows the main character, a feminist who doesn't believe in the idea of falling in love, especially in heteronormative love, but then she falls and there's undeniable chemistry.","Comedy, Family, Romance",[],[],2023
Lewis Capaldi How I m Feeling Now,7.4,"This intimate, all-access documentary chronicles Lewis Capaldi's journey from a scrappy teen with a viral performance to a Grammy-nominated pop star.","Documentary, Music",[],[],2023
 Vinland Saga,7.9,"Entering a life of slavery, Einar and Thorfinn begin their work, while encountering the various figures who inhabit Ketil's farm.","Animation, Action, Adventure",[],[],2019
 Vinland Saga,9.1,"Thorfinn has nightmares almost every night, but he can never remember what he dreamed about, a fact that bothers him.","Animation, Action, Adventure",[],[],2019
African Queens Njinga,3.0,Expert interviews and other documentary content with premium scripted docudrama about different queens.,"Documentary, History",[],[],2023
 Silo,8.2,Bernard seeks Juliette's cooperation as he grows increasingly concerned about the silo's security. Juliette asks her father for a favor.,"Drama, Mystery, Sci-Fi",[],[],2023
The Watchful Eye,6.3,It is based on a young woman who is thrust into a world of old money and deadly secrets.,"Drama, Mystery, Thriller",[],[],2023
Better,6.5,A corrupt police detective has a painful moral awakening and decides to put right 20 years of wrongdoing.,"Crime, Drama, Thriller",[],[],2023
 Demon Slayer Kimetsu no Yaiba,7.4,"When Tanjiro, who heard about the existence of a secret weapon from Mitsuri, was exploring the mountains, he stumbles upon Muichiro and a boy of the village arguing over something.","Animation, Action, Adventure",[],[],2019
Mr Kalyan,8.1,Add a Plot,"Drama, Romance",[],[],2023
Maro Prapancham,8.0,"There are many mysteries in this whole universe that are beyond the comprehension and beyond the imagination of the human brain. One of them is Parallel universe concept"". The story is ...                See full summary »","Drama, Sci-Fi, Thriller",[],[],2023
Parari,9.0,Add a Plot,Action,[],[],2023
Triptych,6.3,"It follows Becca, a forensics expert who, when investigating a murder, realizes that the body of the victim looks exactly like her.","Drama, Mystery, Thriller",[],[],2023
Jim Jefferies High n Dry,7.1,"Jim Jefferies is back and no topic is off limits. The comedian muses on stoned koalas, his dad's vasectomy confusion, choosing between his hair and his sex drive and more.","Documentary, Comedy",[],[],2023
 Silo,7.6,"During her investigation, Juliette uncovers disturbing secrets about someone she thought she knew.","Drama, Mystery, Sci-Fi",[],[],2023
 Oshi No Ko ,9.6,"Stories are lies meant to entertain and idols lie to fans eager to believe. This is Ai Hoshino's story. It is a lie, but it is also true.","Animation, Drama, Fantasy",[],[],2023
Sun and Concrete,7.8,"The four Friends Lukas, Julius, Gino and Sanchez are trying to survive the everyday life in Neukölln, Berlin between Drugs, Gangs, Rap, Violence and Boredom. Until they are one day making a...                See full summary »","Adventure, Crime, Drama",[],[],2023
Spy Master,7.7,"Victor Godeanu, Ceausescu's right-hand man, has a secret. He is also a KGB agent and must escape before he is discovered, so he will seize a valuable diplomatic opportunity.","Action, Drama, Thriller",[],[],2023
 Vinland Saga,8.5,"Thorfinn and Einar find themselves in a sticky situation with some vicious men claiming to be ""warriors"". Thorfinn is put in major danger as one of the men finds newfound excitement in making him beg for his life.","Animation, Action, Adventure",[],[],2019
Waco The Aftermath,7.3,Five-part drama series portraying the searing aftermath of the disastrous Waco standoff at the Branch Davidian compound - an event that galvanized American militia movements and helped radicalize Timothy McVeigh and Terry Nichols.,Drama,[],[],2023
 Demon Slayer Kimetsu no Yaiba,8.7,"Muichiro, with the help of air blown by Kotetsu to him, escapes Gyokko's Water Prison Pot. Muichiro finally recalls his tragic past.","Animation, Action, Adventure",[],[],2019
Chimp Empire,8.3,"A vast community of chimpanzees thrives in a forest in Uganda, navigating complex social politics, family dynamics and dangerous territory disputes.",Documentary,[],[],2023
Error 500,7.6,A man's dream of winning an Olympic gold medal for India is crushed when the love of his life takes a detour to disaster.,"Action, Sport, Thriller",[],[],2023
The Real Friends of WeHo,1.4,"A select group of friends follow their passions in the West Hollywood community, made up of some of the most influential and successful LGBTQ celebrities and businessmen.",Reality-TV,[],[],2023
A Journey to Kasi,7.3,"Jack Weber, a post-doctoral student on Hindu Vedantic Doctrine, meets a prostitute Swetha and eventually develops feelings for her. They set out on a journey to Kasi. In a parallel story, ...                See full summary »",Drama,[],[],2023
The Y,6.2,The Female Protagonist is a Mute. After her marriage the couple enters a new chapter of their life but face another dilemma which they least expect. They experience paranormal incidents and their daily life turns into a mysterious tale.,"Horror, Mystery, Thriller",[],[],2023
Sirimalle Puvva,8.2,Add a Plot,Drama,[],[],2023
 The Marvelous Mrs Maisel,9.2,Susie is honored at the Friars Club.,"Comedy, Drama",[],[],2017
Gutar Gu,8.4,Ritu and Anuj as they navigate through their newly budding romance.,"Drama, Romance",[],[],2023
 Citadel,7.0,"Mason Kane of spy organization Citadel crosses a new organization , Manticore, leading to a bad accident. Eight years later, Mason is living quietly as Kyle Conroy, with no memory of his past, until an old colleague asks for his help.","Action, Drama, Thriller",[],[],2023
 You,7.6,"As memories of the past trickle in, Joe struggles to recall an important detail. Phoebe shares her hasty plans with Kate. Nadia scrambles for a solution.","Crime, Drama, Romance",[],[],2018
Ravanasura,5.7,Junior lawyer Ravindra is a goof whom no one seems to take seriously. But there's more to him beneath the surface.,"Action, Crime, Drama",[],[],2023
The Accident,7.0,"When Rachel discovers that her twin sister was actually killed in cold blood and did not die in a car accident, she must incite her sister's spirit to take revenge on the killer.","Horror, Thriller",[],[],2023
 Poker Face,7.5,"Charlie's waitress job at a dinner theater is interrupted by a tragic death on stage during a performance by two washed-up television stars; when she starts to investigate, deadly motivations come to light.","Comedy, Crime, Drama",[],[],2023
Agent Elvis,6.9,Elvis trades in his jumpsuit for a jetpack when he joins a secret government spy program to help battle the dark forces that threaten the country.,"Animation, Action, Comedy",[],[],2023
Jaitra,8.6,Add a Plot,Comedy,[],[],2023
 Star Wars Visions,7.7,"A former Sith apprentice, leading a peaceful, but isolated life, is confronted by the past when her old master tracks her down.","Animation, Action, Adventure",[],[],2021
 The Flash,5.3,"The Flash, the fastest man alive, is tasked with his greatest challenge yet -- to save the timeline and save existence; friends old and new gather for an epic battle to save Central City, one last time.","Action, Adventure, Drama",[],[],2014
 Vinland Saga,9.3,"Olmar recieves some upsetting news, causing him to reach his breaking point. Meawhile, tensions arise as Canute sets his sights on Ketil's farm.","Animation, Action, Adventure",[],[],2019
The Makanai Cooking for the Maiko House,7.9,"Two inseparable friends move to Kyoto to chase their dreams of becoming maiko, but decide to pursue different passions while living under the same roof.","Comedy, Drama",[],[],2023
The Girl Who Escaped The Kara Robinson Story,6.1,It follows Kara Robinson as she survives an abduction and ultimately brings down a serial killer.,"Crime, Drama, Thriller",[],[],2023
 Demon Slayer Kimetsu no Yaiba,8.3,"Hantengu's head is slashed by Muichiro and he splits into two clones. Muichiro is blown away by Karaku. Tanjiro, Nezuko and Genya are stunned when the clones split into more clones. Muichiro rescues Kotetsu from a Goldfish Demon.","Animation, Action, Adventure",[],[],2019
 Tulsa King,8.2,"It's all hands on deck as tensions between Dwight's crew and Waltrip escalate past the point of no return. Elsewhere, a flashback reveals what sent Dwight to prison 25 years ago.","Crime, Drama",[],[],2022
High Desert,6.2,"Peggy, a former addict, who decides to make a new start after the death of her beloved mother with whom she lived in the small desert town of Yucca Valley, California, makes a life-changing decision to become a private investigator.",Comedy,[],[],2023
 Vinland Saga,8.6,"After a sudden turn of events, young Canute must rise up to claim the throne of a Kingdom much reduced and under attack.","Animation, Action, Adventure",[],[],2019
Grey The Spy Who Loved Me,7.4,"Grey: The Spy Who Loved Me Officer Nayak investigates the death of Professor Sudarshan Reddy and meets Arushi, Nayak discovers that Dr.Raghu, the professor's psychiatrist, is also involved in the murder.",Thriller,[],[],2023
 Poker Face,8.3,"A special effects artist unearths a past project to find closure from the guilt of a fatal on-set accident; when old demons resurface, Charlie is left to unravel a new deadly plot.","Comedy, Crime, Drama",[],[],2023
 You,7.8,"Torn between his dark side and good intentions, Joe works to right his wrongs. After attempting to help Phoebe, Kate faces her father -- and hard truths.","Crime, Drama, Romance",[],[],2018
 Demon Slayer Kimetsu no Yaiba,8.7,"After beheading three clones, Tanjiro stumbles upon Genya who has beheaded Aizetsu but has now changed in appearance. Genya recalls his past.","Animation, Action, Adventure",[],[],2019
Pretty Baby Brooke Shields,7.6,"Follows actor, model, and icon Brooke Shields as she becomes a woman who discovers her power after being a sexualized young girl. She shows the dangers and triumphs of gaining agency in a hostile world.","Documentary, Biography",[],[],2023
 Star Trek Strange New Worlds,7.7,A distress call from Lt. Noonien-Singh compels Spock to disobey orders and take the Enterprise and its crew into disputed space on a rescue mission.,"Action, Adventure, Sci-Fi",[],[],2022
 The Night Agent,8.2,"With lives at stake, the group tries to stop a nefarious plot before it's too late. In the aftermath, Peter confronts the past and begins a new chapter.","Action, Drama, Thriller",[],[],2023
 Que viva México ,5.5,"After his grandfather's death, a man travels with his wife and kids to his hometown, where chaos ensues with his relatives over the inheritance.",Comedy,[],[],2023
 Poker Face,8.9,"Charlie finds herself stranded in a motel during a blizzard; in order to survive the night, Charlie must decipher the deadly tension between her questionable companions.","Comedy, Crime, Drama",[],[],2023
The Romantics,7.8,The cultural legacy of iconic Indian filmmaker Yash Chopra who is regarded as the father of romance in Indian cinema.,Documentary,[],[],2023
Till the End of the Moon,8.5,"An immortal, Li Susu is destined to time-travel 500 years back to prevent the death of a hostage prince to stop his transformation into the Devil god, who destroys four continents and three realms. Will secrets of time and fate deter her?","Drama, Fantasy, Romance",[],[],2023
 Silo,8.5,New information causes Juliette to see her family's past differently--and she finally gains access to the silo's biggest secrets.,"Drama, Mystery, Sci-Fi",[],[],2023
 Vinland Saga,9.2,"Having realized Gardar is escaped, Einar and Thorfinn make their way to the old master's home to find Arnheid. The two find her and both decide to help her and her husband escape, with the three colluding in a plan to help save Gardar.","Animation, Action, Adventure",[],[],2019
Community Squad,7.5,A ragtag civilian patrol squad created to improve the image of the police inadvertently put their lives at risk when confronting some strange criminals.,"Comedy, Crime",[],[],2023
One More Time,5.7,"On her 40th birthday, Amelia makes a fateful wish to be 18 again back in 2002 but soon regrets it when she's stuck reliving the day over and over again.","Comedy, Drama, Romance",[],[],2023
 Shrinking,7.6,"Jimmy, a therapist mourning his wife, takes a more proactive approach with his patients in the hopes that helping them will help himself.","Comedy, Drama",[],[],2023
 The Night Agent,7.5,"After looking for a link between the Campbells and the FBI, Peter is forced to go on the run with Rose in search of a hard drive - and more answers.","Action, Drama, Thriller",[],[],2023
 Citadel,7.1,"Kyle and Bernard journey to New York City to steal the Citadel X Case from Manticore Headquarters before it's too late. Later, Kyle learns that a figure from his past is still alive and he risks everything to find them.","Action, Drama, Thriller",[],[],2023
 Shadow and Bone,7.4,"On the run and plagued by nightmares, Alina finds a moment of peace with Mal. Trouble awaits Kaz, Inej, and Jesper upon their return to Ketterdam.","Action, Adventure, Drama",[],[],2021
 1923,8.8,"In the wake of the attack, Cara and the Duttons carefully plan heir next move. Spencer and Alexandra enjoy the pleasure of Zanzibar, unaware of what has happened back home. Banner Creighton seeks a powerful ally.","Drama, Western",[],[],2022
Tour de France Unchained,8.3,Documentary on the journey of eight teams taking part in the world's most challenging Tour de France bike race.,"Documentary, Sport",[],[],2023
Mixed by Erry,7.1,"The rise and fall of the pirate mixtape empire of three brothers from Naples and their ""Mixed by Erry""-trademarked cassettes that brought pop music to 1980s Italian youth.","Comedy, History",[],[],2023
EGO Erkege Güven Olmaz,6.3,"Erhan's deception leads to a debt and their lives are turned upside down, but an offer from Erhan's boss Sibel changes their lives forever.",Drama,[],[],2023
 South Park,8.3,"After Clyde takes his text with Bebe to the next level, Clyde shows Stan his secret trick.","Animation, Comedy",[],[],1997
A Town Called Malice,6.6,This intoxicating cocktail of crime thriller and family saga in the early '80s follows the Lords - a family of South London gangsters - who recognise a golden opportunity to re-capture their former glory on the Costa Del Sol.,"Crime, Drama, Thriller",[],[],2023
Perfect Addiction,5.5,"A successful boxing trainer discovers that her boyfriend, a reigning champion, has been cheating on her with her own sister. She sets out to get revenge by training the one man capable of dethroning him: his arch-nemesis Kayden.","Action, Drama, Romance",[],[],2023
 Velma,3.1,Velma vows to resolve her daddy issues. Norville rebels against his father's beta lifestyle. Fred fights against his family's anti-feminist ways. Daphne learns a series of shocking truths about her parents - and her past.,"Animation, Adventure, Comedy",[],[],2023
 The Flash,8.6,"Team Flash throws a surprise birthday party for Barry, but things go terribly awry when Ramsey Rosso crashes the festivities.","Action, Adventure, Drama",[],[],2014
 Star Wars Visions,7.6,"A young girl, seeking reprieve from her days in a rural workhouse, discovers a legendary haunted cave with her friends. The cave's dark pull will change the trajectory of her life forever.","Animation, Action, Adventure",[],[],2021
 Demon Slayer Kimetsu no Yaiba,8.6,Muichiro faces off against Gyokko once again with a new Nichirin sword he received from Kanamori.,"Animation, Action, Adventure",[],[],2019
 The Flash,8.8,"As Iris receives word of a career milestone, Barry is suddenly nowhere to be found; Barry runs across many familiar faces; Khione continues to figure out her powers; Chester works on a suit for Allegra.","Action, Adventure, Drama",[],[],2014
The Tutor,4.9,"Follows a tutor who, after being assigned an unexpected task at a mansion, finds himself struggling with the obsessions of his student, who threatens to expose his darkest secrets.","Mystery, Thriller",[],[],2023
B W,8.0,"Swaranjali is a painter with aspirations of becoming one of the world's greatest painters. During this process, she develops a new type of live musical painting in which she paints while ...                See full summary »",Mystery,[],[],2023
Nede Vidudala,9.1,"The world of ""online film piracy"" and the protagonist cracks down on it forms the crux that dwells into the story.","Comedy, Drama",[],[],2023
 Rafuchakkar,9.1,"The case against Prince is built up in the courtroom. Every argument put out by Ritu is countered by Jaidev with strong Evidence. Just when the case is swinging in Prince's favor, a new twist arises, as 3 new witnesses from Ahmedabad.","Action, Thriller",[],[],2023
Ride On,6.3,A washed-up stuntman and his stunt horse become an overnight social media sensation when their real-life fight with debt collectors goes viral.,"Action, Comedy, Drama",[],[],2023
Mother s Day,5.3,"Nina, a secretive ex-NATO Special Operations agent, must use all her lethal skills to save her son who has been kidnapped by ruthless gangsters. Finding Max is a double chance for her. A ...                See full summary »","Action, Drama, Thriller",[],[],2023
 You,7.6,The tables turn for Joe when an influential figure comes to town with a tempting offer as Nadia follows a hunch.,"Crime, Drama, Romance",[],[],2018
 Demon Slayer Kimetsu no Yaiba,8.1,Genya entrusts Tanjiro with the task of beheading Hantengu. Tanjiro swings his sword at the fleeing demon but an unknown demonic entity emerges behind him.,"Animation, Action, Adventure",[],[],2019
 Vinland Saga,7.9,"Realizing they need a horse to remove tree trunks, Thorfinn and Einar go to the stables. When the workers deny them a horse, they decide they must find another way to get one.","Animation, Action, Adventure",[],[],2019
Robots,5.3,Charles is a womanizer while Elaine is a gold digger. The duo learn humanity when forced to team up and pursue robot doubles of themselves.,"Comedy, Romance, Sci-Fi",[],[],2023
Lady Voyeur,5.0,"Follows Miranda, an uncontrollable voyeur and extremely skilled hacker. One day, her fate changes when she meets the man of her dreams. But, will he be what she expected?","Drama, Mystery, Thriller",[],[],2023
 One Piece,9.0,"Zoro still can't gain control of Enma which keeps extracting his Haki. Backed into a corner by the formidable King, Zoro remembers the encounter with an old man in his hometown when he was a child.","Animation, Action, Adventure",[],[],1999
j hope IN THE BOX,8.3,A documentary that captures the album production process of j-hope' first official solo album,"Documentary, Music",[],[],2023
GeetaSakshigaa,9.6,"Aadarsh is a DJ in a popular pub in Hyderabad. He leads a happy life with his family and falls for Chitra Sukla. All of a sudden, his life turns upside down as the police arrest him for allegedly raping and killing an innocent girl.",Drama,[],[],2023
Jeanne du Barry,6.7,The life of Jeanne Bécu who was born as the illegitimate daughter of an impoverished seamstress in 1743 and went on to rise through the Court of Louis XV to become his last official mistress.,"Biography, Drama, History",[],[],2023
 Rafuchakkar,8.4,"A new con is revealed when the 3 witnesses allege that they have been conned by Kirtan, an alibi of Pawan, posing as a fitness trainer. Things get bad for Prince, as Ritu demands something that will nail him, a polygraph test.","Action, Thriller",[],[],2023
Katha Venuka Katha,7.6,Ashwin wants to become a director. He meets a producer and narrates his story. They begin shooting for the movie but suddenly all five artists from the movie go missing. Can he find them or will he be too late?,"Crime, Thriller",[],[],2023
 You,7.1,"In the aftermath of the murders, Joe searches for a scapegoat and Rhys pursues his grand ambitions while Kate and Phoebe assert their independence.","Crime, Drama, Romance",[],[],2018
 South Park,7.7,Randy buys a Japanese toilet.,"Animation, Comedy",[],[],1997
 Star Trek Strange New Worlds,8.8,"Commander Una Chin-Riley faces court martial, imprisonment and dishonorable discharge from Starfleet.","Action, Adventure, Sci-Fi",[],[],2022
 Poker Face,7.4,"While working at a go-kart complex, Charlie becomes involved in a bitter feud between an aging race car driver and a hotheaded young upstart, whose rivalry has explosive consequences.","Comedy, Crime, Drama",[],[],2023
The Diplomat,6.7,The six-part series follows Laura Simmonds and her Barcelona Consul colleague and friend Alba Ortiz as they fight to protect British nationals who find themselves in trouble in the Catalan city.,"Drama, Thriller",[],[],2023
 The Night Agent,7.4,"Peter teams up with Rose for a risky mission at the White House. Elsewhere, a notable agent joins the security detail for the Vice President's daughter.","Action, Drama, Thriller",[],[],2023
The Gryphon,6.9,"Based on the fantasy bestseller. To save humanity from the Gryphon's claws, outcast Mark must confront his family's dark legacy and enter a deadly battle in the parallel world of the Black Tower.",Fantasy,[],[],2023
 One Piece,9.3,"Momonosuke once again gets cold feet, but this time, he has a reliable ally who can teach him how to fly. The clash between Luffy and Kaido shakes up the sky and enables Dogstorm and Cat Viper to exert all their strength.","Animation, Action, Adventure",[],[],1999
Unprisoned,7.0,Follows a therapist and single mom whose life is turned right-side-up when her dad gets out of prison and moves to her house to live with her and her teenage son.,Comedy,[],[],2023
Great Kills,8.9,"A Documentary film crew callously record the life and violent crimes of a lonely hit man from Great Kills, Staten Island.","Comedy, Crime, Thriller",[],[],2023
The Tank,4.6,"After mysteriously inheriting an abandoned coastal property, Ben and his family accidentally unleash an ancient, long-dormant creature that terrorized the entire region-including his own ancestors-for generations.","Horror, Thriller",[],[],2023
 Shadow and Bone,7.3,"Forced into an impossible situation during her fight with Kirigan, Alina makes a fateful decision that alters her relationship with magic - and Mal.","Action, Adventure, Drama",[],[],2021
Rebels of Thupakula Gudem,8.3,"At the behest of wood smuggler Rajanna, his right hand guy Kumar, a quirky young guy from Thupakulagudem, puts his entire village in danger. In this journey, he discovers many secrets.","Comedy, Crime, Drama",[],[],2023
Die Hart,5.1,"Kevin Hart - playing a version of himself - is on a death-defying quest to become an action star. And with a little help from John Travolta, Nathalie Emmanuel, and Josh Hartnett - he just might pull it off.","Action, Comedy",[],[],2023
Bezos,4.4,"Bezos chronicles the true-life story of Jeff Bezos-a humble yet awkward entrepreneur on his mission to create Amazon, the world's largest e-commerce company, and turning himself into the richest man in the world.","Biography, Drama, History",[],[],2023
 Vinland Saga,9.1,"As Canute and his men are approaching the farm, Ketil returns home and learns about the events that occurred while he was gone.","Animation, Action, Adventure",[],[],2019
 Shadow and Bone,7.6,Alina and Mal embark on a search for the second amplifier. Kaz hatches a scheme to lay waste to his nemesis. Kirigan seeks a cure for what ails him.,"Action, Adventure, Drama",[],[],2021
Hello Meera,8.1,"A day before her wedding when Meera goes to pick up her outfits, she gets a call from the Hyderabad police station regarding an inquiry concerning her ex's suicide. Is Meera really the one who did this? Will she make it to her wedding?",Drama,[],[],2023
 Vinland Saga,9.3,"After negotiating peace, upon his return to Iceland, Thorfinn reunites with his long-lost family after a 16-year separation, and the encounter sparks within him a bigger inspiration to establish a nation in the bountiful lands of Vinland.","Animation, Action, Adventure",[],[],2019
Pookkaalam,7.8,"A couple in their late 90s, lead a happy life with a large family of four generations. On the day of their granddaughter's engagement an unexpected event sends them on a magical journey that will test their familial bonds.","Comedy, Drama, Family",[],[],2023
 Vinland Saga,8.1,"Thieves have been taking food secretly from Ketil's farm. Meanwhile, Ketil's eldest son Thorgil returns home.","Animation, Action, Adventure",[],[],2019
War Sailor,7.2,"The sailor Alfred is in the middle of the Atlantic Ocean when World War II breaks out. Suddenly the sailors are in the front of the war, without any weapons.","Drama, War",[],[],2023
 Vinland Saga,8.6,"Finally, after three long years, Einar and Thorfinn chop down the final tree in the forest. At the same time, Canute, who became the conqueror of England, is visiting Jelling, the royal capital of Denmark.","Animation, Action, Adventure",[],[],2019
Heavenly Delusion,8.1,"A boy grows up behind the safe walls of an apocalyptic Japan full of monsters. Tokyo flourishes as a paradise, while outside the walls of hell dangers lurk. However, a small group searches for heaven.","Animation, Adventure, Mystery",[],[],2023
All of Those Voices,8.9,"A member of One Direction to a solo artist, capturing the challenges and triumphs that defined his path.",Documentary,[],[],2023
Chemistry of Death,6.6,"It follows forensic pathologist David Hunter, who gave up his work to settle down as a doctor in the rural village of Manham. When a woman is found dead, David struggles to stay out of the investigation.","Crime, Thriller",[],[],2023
Saint X,6.2,Explores how a young woman's mysterious death creates a traumatic ripple effect that ultimately pulls her surviving sister into a dangerous pursuit of the truth.,"Drama, Mystery, Thriller",[],[],2023
 Vinland Saga,8.9,Arnheid goes to the fortress where Gardar is imprisoned and asks to see her husband to treat his wounds.,"Animation, Action, Adventure",[],[],2019
 The Night Agent,7.5,Rose and Peter seek out one of the Campbells' recent contacts and uncover new intel. Monks opens up to Chelsea. Paulo makes a move on Maddie.,"Action, Drama, Thriller",[],[],2023
Take Care of Maya,8.1,"As a medical team tries to understand 10-year-old Maya Kowalski's rare illness, they begin to question her parents. Suddenly, Maya is in state custody - despite a family desperate to bring their daughter home.",Documentary,[],[],2023
 One Piece,9.1,"The battle between Kaido and Yamato gets intense. Backed into a corner, Yamato remembers three great swordsmen who he met when he was a child. Their stunning choice for the future of the Land of Wano encourages Yamato.","Animation, Action, Adventure",[],[],1999
Koala Man,6.8,A powerless superhero and family patriarch in an Australian suburb lives a not-so-secret identity as Koala Man while possessing a burning passion to snuff out petty crime and bring order to the community.,"Animation, Action, Adventure",[],[],2023
 Velma,3.1,Velma is forced to spend the night with band geeks and Fred when Crystal Cove instates a city-wide curfew. Daphne makes her own discovery.,"Animation, Adventure, Comedy",[],[],2023
 Star Wars Visions,7.0,"Two sisters, the last of their kind who live in hiding on their ravaged land, squabble about how to survive with the Empire encroaching. On a water run, the sisters must fight back when they are discovered.","Animation, Action, Adventure",[],[],2021
 Tulsa King,8.0,"Dwight and Bodhi lay out the casino plan for Jimmy. As pressure increases, Dwight, Mitch, and Tyson assemble their team. Stacy confronts Waltrip.","Crime, Drama",[],[],2022
 The Night Agent,7.6,"Peter visits someone close to Hawkins. Rose makes a key connection. Maddie's night out takes a dangerous turn, spurring the Secret Service into action.","Action, Drama, Thriller",[],[],2023
 Shadow and Bone,8.0,"Alina considers a proposed partnership that could help unite Ravka. With vengeance nearly his, Kaz moves the final pieces of his plan into place.","Action, Adventure, Drama",[],[],2021
The Traitors,7.6,Contestants in the game move into a majestic castle and work as a team to complete a series of dramatic and challenging missions to earn money for the prize pot. Some contestants are traitors some are loyal.,"Reality-TV, Thriller",[],[],2023
KSI In Real Life,7.1,Access inside KSI's life as he prepares for the biggest year of his career so far.,Documentary,[],[],2023
 Shadow and Bone,8.2,Alina and Mal's journey to locate the elusive third amplifier leads to shocking revelations. The Crows run into trouble while breaking and entering.,"Action, Adventure, Drama",[],[],2021
Stolen Youth Inside the Cult at Sarah Lawrence,7.2,"A group of Sarah Lawrence College students fall under the influence of a friend's father, Larry Ray. The series follows the cult from its origins through its still-unfolding aftermath.","Documentary, Crime",[],[],2023
Das Ka Dhamki,6.2,"Krishna Das, a waiter by profession, falls for Keerthi. His look alike, Dr. Sanjay Rudra, dies in an accident the night before Das loses his job and love. Rao Ramesh encounters Krishna Das ...                See full summary »","Action, Comedy, Drama",[],[],2023
 Shrinking,7.8,"To get Sean out of legal trouble, Jimmy reconnects with his estranged best friend - while trying to hide it all from Paul.","Comedy, Drama",[],[],2023
Por Thozhil,8.5,An academically bright but faint-hearten rookie cop needs to man up and overcome his fears in order to succeed in his very first assignment-team up with a hostile and reclusive senior cop to catch a serial killer on the loose.,"Action, Thriller",[],[],2023
Copycat Killer,7.0,"A serial killer takes advantage on the media interest over his murders, manipulating their victims, police and the media, turning the murders into a spectacle mediatic.","Crime, Drama, Thriller",[],[],2023
 The Night Agent,7.8,"With assassins hot on their trail, Peter and Rose split up en route to the White House. A shocking discovery quickly puts their lives in jeopardy.","Action, Drama, Thriller",[],[],2023
 1923,8.5,Spencer and Alexandra begin their long journey back to Montana. Banner and Whitfield plot their next move to control the valley. Teanna goes to great lengths to secure her freedom and safety.,"Drama, Western",[],[],2022
 Shadow and Bone,8.2,"As Alina reels over the staggering cost to harness the Firebird's power, Kirigan readies his army for a ferocious battle pitting Grisha against Grisha.","Action, Adventure, Drama",[],[],2021
Sindhooram,7.4,What will happen?when a person struggles to choose one from two different philosophies to fight for justice.,"Drama, Thriller",[],[],2023
 Shadow and Bone,7.5,A powerful ally emerges amid Alina's attempt to tear down the Fold. Kaz reckons with ghosts from his past. Kirigan spares no mercy to expand his power.,"Action, Adventure, Drama",[],[],2021
The Reluctant Traveler,7.5,"Follows the adventures of Levy as he visits some of the world's most remarkable hotels, as well as explores the people, places, and cultures.","Documentary, Reality-TV",[],[],2023
The Crime Is Mine,6.7,"Madeleine Verdier, a penniless actress is accused of the murder of a famous producer. With the help of her best friend she proves that, she is acquitted for self-defense. Then begins a life of glory and success, until truth comes to light.","Comedy, Crime, Drama",[],[],2023
